ちょこすた天色*アイルノーツ真咲・ガイヤール完成品フィギュア[ブロッコリー]《０８月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015340,発売日,１６年０８月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,天色＊アイルノーツ,,,キャラ名,,,,,,
【あみあみ限定特典】ちょこすた天色*アイルノーツ真咲・ガイヤール完成品フィギュア[ブロッコリー]《０８月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-015341,発売日,１６年０８月未定,ブランド名,ブロッコリー,,シリーズ名,ちょこすた,,原作名,天色＊アイルノーツ,,,キャラ名,,,,,,
デビルマンシレーヌ-恍惚の妖鳥-Bloodofbeauty完成品フィギュア[オルカトイズ]【同梱不可】【送料無料】《０５月予約※暫定》,備考,※商品形態等の都合上、他の商品との同梱発送はできません。※代引手数料等、一部の決済手数料はご負担いただきます。,,,商品コード,FIGURE-015344,発売日,１６年０５月未定,ブランド名,ORCATOYS(オルカトイズ),,,,,原作名,デビルマン,永井豪,,キャラ名,シレーヌ,,,,,
【あみあみ限定特典】織田nonイラスト九条しほ1/6完成品フィギュア[ダイキ工業]《０６月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-015368,発売日,１６年０６月未定,ブランド名,ダイキ工業,,,,,原作名,≪オリジナルキャラクター：織田non≫,≪オリジナルキャラクター≫,,キャラ名,九条しほ,,,,,
フレームアームズ・ガールアーキテクトプラモデル（再販）[コトブキヤ]《０７月予約》,,,,,商品コード,FIGURE-015377-S001,発売日,１６年０７月未定,ブランド名,KOTOBUKIYA(コトブキヤ),,シリーズ名,フレームアームズ,フレームアームズ・ガール,原作名,フレームアームズ,,,キャラ名,アーキテクト,,,,,
【あみあみ限定特典】【特典】シャイニング・レゾナンスソニア・ブランシュ1/7完成品フィギュア[アルファマックス]《０６月予約》,備考,※あみあみ限定特典が付きます。,,,商品コード,FIGURE-015382,発売日,１６年０６月未定,ブランド名,アルファマックス,,,,,原作名,シャイニング・レゾナンス,『シャイニング』シリーズ,,キャラ名,ソニア・ブランシュ,,,,,
コメット・ルシファーフェリア1/7完成品フィギュア[グッドスマイルカンパニー]《０８月予約》,,,,,商品コード,FIGURE-015391,発売日,１６年０８月未定,ブランド名,グッドスマイルカンパニー,,,,,原作名,コメット・ルシファー,,,キャラ名,フェリア,,,造型師,加藤学, 
アイドルマスターシンデレラガールズアナスタシアLOVELAIKAVer.1/8完成品フィギュア[ファット・カンパニー]《０７月予約》,,,,,商品コード,FIGURE-015393,発売日,１６年０７月未定,ブランド名,ファット・カンパニー,,シリーズ名,ファット・カンパニー 1/8 完成品フィギュア,,原作名,THE IDOLM＠STER シンデレラガールズ,『THE IDOLM＠STER』シリーズ,,キャラ名,アナスタシア,,,,,
figmaカードキャプターさくら大道寺知世[マックスファクトリー]《０６月予約》,,,,,商品コード,FIGURE-015479,発売日,１６年０６月未定,ブランド名,マックスファクトリー,,シリーズ名,figmaシリーズ,figma(フィグマ),原作名,カードキャプターさくら,,,キャラ名,大道寺知世,,,,,
蒼き鋼のアルペジオメンタルモデルタカオバニーstyle1/8完成品フィギュア[キューズQ]《０７月予約》,備考,※あみあみ限定特典は付きません。,,,商品コード,FIGURE-015500,発売日,１６年０７月未定,ブランド名,キューズQ,,,,,原作名,蒼き鋼のアルペジオ -アルス・ノヴァ-,『蒼き鋼のアルペジオ』シリーズ,,キャラ名,タカオ,,,,,
